in_hex,altr,cult,host,llar,localb,other,pers,quot,serv,tran,polygon,polygon_id
829.0,12.0,9.0,38.0,11.0,31.0,15.0,24.0,50.0,53.0,4.0,out,115.0
830.0,,3.0,8.0,2.0,18.0,13.0,1.0,1.0,12.0,2.0,out,115.0
831.0,2.0,2.0,16.0,,3.0,1.0,2.0,1.0,4.0,,out,115.0
832.0,,,,,,,,,1.0,,out,115.0
836.0,,,,,,,,,2.0,,out,115.0
838.0,,,,,,1.0,,,,,out,115.0
840.0,,,,,,2.0,,,3.0,,out,115.0
841.0,4.0,6.0,12.0,3.0,6.0,3.0,19.0,33.0,22.0,6.0,out,115.0
841.0,4.0,6.0,12.0,3.0,6.0,3.0,19.0,33.0,22.0,6.0,"aoi_11
",10.0
842.0,8.0,4.0,14.0,5.0,6.0,,24.0,21.0,36.0,,"aoi_11
",10.0
842.0,8.0,4.0,14.0,5.0,6.0,,24.0,21.0,36.0,,out,115.0
843.0,1.0,,,,,3.0,,1.0,6.0,1.0,out,115.0
844.0,2.0,,10.0,2.0,1.0,3.0,2.0,4.0,17.0,,out,115.0
845.0,2.0,,4.0,1.0,1.0,4.0,,2.0,23.0,3.0,out,115.0
846.0,3.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,30.0,2.0,out,115.0
847.0,,1.0,4.0,2.0,2.0,8.0,1.0,,14.0,2.0,out,115.0
848.0,4.0,7.0,14.0,8.0,12.0,3.0,15.0,9.0,44.0,3.0,out,115.0
849.0,9.0,6.0,22.0,15.0,19.0,7.0,33.0,18.0,61.0,3.0,out,115.0
850.0,9.0,7.0,24.0,13.0,27.0,9.0,18.0,12.0,64.0,13.0,out,115.0
851.0,13.0,10.0,38.0,24.0,40.0,9.0,36.0,13.0,65.0,8.0,out,115.0
851.0,13.0,10.0,38.0,24.0,40.0,9.0,36.0,13.0,65.0,8.0,aoi_48,47.0
852.0,16.0,17.0,40.0,21.0,19.0,6.0,61.0,62.0,80.0,4.0,out,115.0
852.0,16.0,17.0,40.0,21.0,19.0,6.0,61.0,62.0,80.0,4.0,aoi_48,47.0
853.0,9.0,14.0,38.0,15.0,30.0,20.0,54.0,23.0,44.0,2.0,aoi_48,47.0
853.0,9.0,14.0,38.0,15.0,30.0,20.0,54.0,23.0,44.0,2.0,out,115.0
854.0,11.0,17.0,55.0,21.0,32.0,9.0,23.0,18.0,61.0,10.0,out,115.0
854.0,11.0,17.0,55.0,21.0,32.0,9.0,23.0,18.0,61.0,10.0,aoi_48,47.0
855.0,11.0,3.0,32.0,7.0,28.0,11.0,8.0,10.0,45.0,14.0,aoi_48,47.0
855.0,11.0,3.0,32.0,7.0,28.0,11.0,8.0,10.0,45.0,14.0,aoi_49,48.0
855.0,11.0,3.0,32.0,7.0,28.0,11.0,8.0,10.0,45.0,14.0,out,115.0
855.0,11.0,3.0,32.0,7.0,28.0,11.0,8.0,10.0,45.0,14.0,aoi_40,39.0
856.0,6.0,10.0,38.0,19.0,15.0,6.0,15.0,12.0,62.0,7.0,aoi_40,39.0
856.0,6.0,10.0,38.0,19.0,15.0,6.0,15.0,12.0,62.0,7.0,out,115.0
857.0,12.0,6.0,31.0,8.0,30.0,5.0,14.0,12.0,62.0,12.0,out,115.0
858.0,8.0,3.0,29.0,3.0,42.0,10.0,3.0,7.0,45.0,12.0,aoi_42,41.0
858.0,8.0,3.0,29.0,3.0,42.0,10.0,3.0,7.0,45.0,12.0,out,115.0
858.0,8.0,3.0,29.0,3.0,42.0,10.0,3.0,7.0,45.0,12.0,aoi_41,40.0
859.0,10.0,6.0,25.0,8.0,25.0,14.0,17.0,18.0,61.0,12.0,out,115.0
859.0,10.0,6.0,25.0,8.0,25.0,14.0,17.0,18.0,61.0,12.0,aoi_42,41.0
860.0,9.0,2.0,28.0,10.0,36.0,10.0,12.0,19.0,46.0,8.0,out,115.0
861.0,5.0,5.0,19.0,1.0,15.0,7.0,10.0,7.0,31.0,10.0,out,115.0
862.0,3.0,2.0,9.0,,12.0,5.0,1.0,4.0,18.0,2.0,out,115.0
863.0,,,7.0,1.0,10.0,7.0,1.0,,3.0,1.0,out,115.0
864.0,,4.0,8.0,2.0,13.0,14.0,4.0,,20.0,6.0,out,115.0
864.0,,4.0,8.0,2.0,13.0,14.0,4.0,,20.0,6.0,aoi_35,34.0
864.0,,4.0,8.0,2.0,13.0,14.0,4.0,,20.0,6.0,aoi_36,35.0
865.0,3.0,9.0,19.0,4.0,37.0,15.0,4.0,4.0,15.0,20.0,aoi_35,34.0
865.0,3.0,9.0,19.0,4.0,37.0,15.0,4.0,4.0,15.0,20.0,out,115.0
866.0,1.0,9.0,10.0,5.0,25.0,18.0,4.0,8.0,25.0,3.0,out,115.0
867.0,2.0,1.0,14.0,4.0,29.0,14.0,2.0,2.0,16.0,7.0,out,115.0
868.0,4.0,7.0,32.0,6.0,33.0,12.0,16.0,19.0,24.0,3.0,aoi_34,33.0
868.0,4.0,7.0,32.0,6.0,33.0,12.0,16.0,19.0,24.0,3.0,out,115.0
869.0,5.0,4.0,22.0,3.0,33.0,8.0,5.0,4.0,25.0,,out,115.0
869.0,5.0,4.0,22.0,3.0,33.0,8.0,5.0,4.0,25.0,,aoi_34,33.0
870.0,,,1.0,,,,,,2.0,,out,115.0
875.0,,,,,,2.0,,,2.0,,out,115.0
876.0,,,,,,1.0,,,1.0,,out,115.0
877.0,,,,,,2.0,,,,,out,115.0
878.0,,,1.0,,,2.0,,,1.0,,out,115.0
879.0,,,,,,3.0,1.0,,3.0,,out,115.0
880.0,5.0,,4.0,4.0,12.0,3.0,3.0,14.0,34.0,7.0,"aoi_11
",10.0
880.0,5.0,,4.0,4.0,12.0,3.0,3.0,14.0,34.0,7.0,out,115.0
881.0,6.0,4.0,8.0,7.0,4.0,1.0,24.0,24.0,38.0,5.0,"aoi_11
",10.0
881.0,6.0,4.0,8.0,7.0,4.0,1.0,24.0,24.0,38.0,5.0,out,115.0
882.0,4.0,4.0,10.0,2.0,8.0,7.0,4.0,5.0,21.0,3.0,out,115.0
882.0,4.0,4.0,10.0,2.0,8.0,7.0,4.0,5.0,21.0,3.0,"aoi_11
",10.0
883.0,,1.0,1.0,1.0,4.0,2.0,,2.0,19.0,,out,115.0
884.0,4.0,,5.0,2.0,,,,3.0,14.0,,out,115.0
885.0,4.0,2.0,2.0,1.0,,3.0,5.0,5.0,18.0,,out,115.0
886.0,4.0,6.0,3.0,9.0,6.0,5.0,13.0,3.0,23.0,3.0,out,115.0
886.0,4.0,6.0,3.0,9.0,6.0,5.0,13.0,3.0,23.0,3.0,aoi_2,1.0
887.0,12.0,4.0,41.0,17.0,34.0,4.0,109.0,89.0,62.0,12.0,aoi_2,1.0
887.0,12.0,4.0,41.0,17.0,34.0,4.0,109.0,89.0,62.0,12.0,out,115.0
888.0,3.0,9.0,33.0,12.0,26.0,12.0,48.0,14.0,57.0,10.0,out,115.0
888.0,3.0,9.0,33.0,12.0,26.0,12.0,48.0,14.0,57.0,10.0,aoi_2,1.0
889.0,7.0,7.0,24.0,8.0,9.0,16.0,25.0,8.0,33.0,7.0,out,115.0
889.0,7.0,7.0,24.0,8.0,9.0,16.0,25.0,8.0,33.0,7.0,aoi_4,3.0
889.0,7.0,7.0,24.0,8.0,9.0,16.0,25.0,8.0,33.0,7.0,aoi_6,5.0
889.0,7.0,7.0,24.0,8.0,9.0,16.0,25.0,8.0,33.0,7.0,aoi_7,6.0
890.0,5.0,9.0,31.0,9.0,10.0,7.0,19.0,6.0,44.0,8.0,out,115.0
890.0,5.0,9.0,31.0,9.0,10.0,7.0,19.0,6.0,44.0,8.0,aoi_7,6.0
891.0,7.0,15.0,35.0,19.0,14.0,10.0,40.0,4.0,39.0,6.0,aoi_10,9.0
891.0,7.0,15.0,35.0,19.0,14.0,10.0,40.0,4.0,39.0,6.0,out,115.0
892.0,3.0,2.0,19.0,7.0,6.0,17.0,26.0,4.0,20.0,1.0,out,115.0
892.0,3.0,2.0,19.0,7.0,6.0,17.0,26.0,4.0,20.0,1.0,aoi_10,9.0
892.0,3.0,2.0,19.0,7.0,6.0,17.0,26.0,4.0,20.0,1.0,aoi_48,47.0
893.0,8.0,4.0,32.0,10.0,13.0,11.0,32.0,6.0,28.0,2.0,out,115.0
893.0,8.0,4.0,32.0,10.0,13.0,11.0,32.0,6.0,28.0,2.0,aoi_48,47.0
893.0,8.0,4.0,32.0,10.0,13.0,11.0,32.0,6.0,28.0,2.0,aoi_10,9.0
894.0,3.0,6.0,29.0,7.0,23.0,9.0,14.0,11.0,43.0,8.0,out,115.0
894.0,3.0,6.0,29.0,7.0,23.0,9.0,14.0,11.0,43.0,8.0,aoi_10,9.0
895.0,13.0,9.0,45.0,16.0,23.0,8.0,14.0,66.0,49.0,9.0,out,115.0
896.0,10.0,4.0,44.0,16.0,27.0,29.0,15.0,16.0,45.0,9.0,out,115.0
896.0,10.0,4.0,44.0,16.0,27.0,29.0,15.0,16.0,45.0,9.0,aoi_38,37.0
897.0,5.0,3.0,49.0,4.0,21.0,18.0,10.0,15.0,57.0,6.0,aoi_42,41.0
897.0,5.0,3.0,49.0,4.0,21.0,18.0,10.0,15.0,57.0,6.0,out,115.0
898.0,14.0,4.0,33.0,12.0,66.0,12.0,37.0,45.0,53.0,7.0,out,115.0
898.0,14.0,4.0,33.0,12.0,66.0,12.0,37.0,45.0,53.0,7.0,aoi_42,41.0
899.0,11.0,3.0,34.0,10.0,20.0,10.0,10.0,18.0,54.0,8.0,out,115.0
900.0,8.0,1.0,18.0,3.0,30.0,20.0,4.0,23.0,28.0,4.0,out,115.0
901.0,4.0,2.0,5.0,3.0,12.0,6.0,,1.0,10.0,2.0,out,115.0
901.0,4.0,2.0,5.0,3.0,12.0,6.0,,1.0,10.0,2.0,aoi_35,34.0
902.0,,1.0,14.0,6.0,15.0,14.0,,,10.0,2.0,aoi_35,34.0
902.0,,1.0,14.0,6.0,15.0,14.0,,,10.0,2.0,out,115.0
903.0,2.0,7.0,24.0,3.0,35.0,15.0,1.0,4.0,13.0,11.0,aoi_35,34.0
903.0,2.0,7.0,24.0,3.0,35.0,15.0,1.0,4.0,13.0,11.0,out,115.0
904.0,1.0,6.0,10.0,5.0,19.0,22.0,2.0,2.0,45.0,4.0,out,115.0
904.0,1.0,6.0,10.0,5.0,19.0,22.0,2.0,2.0,45.0,4.0,aoi_35,34.0
905.0,2.0,6.0,14.0,4.0,30.0,22.0,2.0,5.0,24.0,5.0,out,115.0
906.0,,4.0,6.0,5.0,5.0,11.0,1.0,,9.0,6.0,out,115.0
907.0,,,,,,4.0,,,2.0,,aoi_34,33.0
907.0,,,,,,4.0,,,2.0,,out,115.0
912.0,,,,,,2.0,,,1.0,,out,115.0
913.0,,,,,,2.0,,,4.0,,out,115.0
914.0,,1.0,2.0,,1.0,3.0,,,,1.0,out,115.0
915.0,1.0,,,,,3.0,,,2.0,1.0,out,115.0
916.0,,,,,1.0,,,,1.0,,out,115.0
917.0,,,,,,1.0,,,1.0,,out,115.0
918.0,1.0,3.0,6.0,2.0,8.0,1.0,,2.0,22.0,1.0,out,115.0
919.0,10.0,5.0,17.0,4.0,10.0,4.0,37.0,25.0,46.0,3.0,out,115.0
919.0,10.0,5.0,17.0,4.0,10.0,4.0,37.0,25.0,46.0,3.0,"aoi_11
",10.0
920.0,1.0,1.0,3.0,,2.0,5.0,2.0,1.0,13.0,1.0,out,115.0
920.0,1.0,1.0,3.0,,2.0,5.0,2.0,1.0,13.0,1.0,"aoi_11
",10.0
921.0,1.0,1.0,9.0,3.0,6.0,3.0,1.0,6.0,28.0,4.0,out,115.0
922.0,1.0,1.0,13.0,,3.0,,8.0,3.0,4.0,1.0,out,115.0
923.0,3.0,,11.0,2.0,6.0,,24.0,9.0,26.0,1.0,out,115.0
924.0,7.0,1.0,8.0,4.0,14.0,2.0,47.0,6.0,17.0,3.0,out,115.0
924.0,7.0,1.0,8.0,4.0,14.0,2.0,47.0,6.0,17.0,3.0,aoi_2,1.0
925.0,7.0,5.0,39.0,10.0,22.0,3.0,59.0,12.0,42.0,3.0,out,115.0
925.0,7.0,5.0,39.0,10.0,22.0,3.0,59.0,12.0,42.0,3.0,aoi_2,1.0
925.0,7.0,5.0,39.0,10.0,22.0,3.0,59.0,12.0,42.0,3.0,aoi_3,2.0
926.0,5.0,9.0,52.0,12.0,21.0,4.0,44.0,10.0,41.0,3.0,out,115.0
926.0,5.0,9.0,52.0,12.0,21.0,4.0,44.0,10.0,41.0,3.0,aoi_4,3.0
926.0,5.0,9.0,52.0,12.0,21.0,4.0,44.0,10.0,41.0,3.0,aoi_5,4.0
926.0,5.0,9.0,52.0,12.0,21.0,4.0,44.0,10.0,41.0,3.0,aoi_8,7.0
926.0,5.0,9.0,52.0,12.0,21.0,4.0,44.0,10.0,41.0,3.0,aoi_3,2.0
927.0,8.0,7.0,63.0,18.0,11.0,9.0,23.0,12.0,61.0,3.0,out,115.0
927.0,8.0,7.0,63.0,18.0,11.0,9.0,23.0,12.0,61.0,3.0,aoi_4,3.0
927.0,8.0,7.0,63.0,18.0,11.0,9.0,23.0,12.0,61.0,3.0,aoi_8,7.0
927.0,8.0,7.0,63.0,18.0,11.0,9.0,23.0,12.0,61.0,3.0,aoi_10,9.0
928.0,10.0,9.0,56.0,9.0,25.0,4.0,19.0,23.0,45.0,8.0,aoi_10,9.0
928.0,10.0,9.0,56.0,9.0,25.0,4.0,19.0,23.0,45.0,8.0,out,115.0
929.0,8.0,13.0,51.0,8.0,13.0,5.0,26.0,21.0,34.0,9.0,aoi_10,9.0
930.0,3.0,10.0,29.0,10.0,8.0,16.0,102.0,9.0,14.0,1.0,aoi_10,9.0
931.0,3.0,6.0,32.0,3.0,8.0,10.0,64.0,1.0,27.0,4.0,aoi_10,9.0
931.0,3.0,6.0,32.0,3.0,8.0,10.0,64.0,1.0,27.0,4.0,out,115.0
932.0,5.0,4.0,34.0,6.0,20.0,16.0,10.0,10.0,22.0,2.0,out,115.0
932.0,5.0,4.0,34.0,6.0,20.0,16.0,10.0,10.0,22.0,2.0,aoi_10,9.0
932.0,5.0,4.0,34.0,6.0,20.0,16.0,10.0,10.0,22.0,2.0,aoi_37,36.0
933.0,11.0,10.0,43.0,8.0,34.0,9.0,13.0,16.0,42.0,6.0,out,115.0
933.0,11.0,10.0,43.0,8.0,34.0,9.0,13.0,16.0,42.0,6.0,aoi_37,36.0
934.0,9.0,9.0,32.0,5.0,18.0,9.0,13.0,6.0,45.0,5.0,out,115.0
935.0,5.0,9.0,28.0,1.0,14.0,14.0,14.0,8.0,46.0,2.0,out,115.0
936.0,12.0,8.0,26.0,4.0,24.0,13.0,10.0,16.0,51.0,5.0,out,115.0
937.0,7.0,3.0,24.0,1.0,8.0,28.0,1.0,10.0,16.0,8.0,out,115.0
938.0,2.0,3.0,9.0,1.0,12.0,6.0,1.0,2.0,14.0,4.0,out,115.0
939.0,3.0,1.0,24.0,6.0,19.0,4.0,5.0,20.0,31.0,11.0,out,115.0
939.0,3.0,1.0,24.0,6.0,19.0,4.0,5.0,20.0,31.0,11.0,aoi_35,34.0
940.0,,3.0,21.0,,31.0,6.0,2.0,2.0,20.0,3.0,out,115.0
940.0,,3.0,21.0,,31.0,6.0,2.0,2.0,20.0,3.0,aoi_35,34.0
941.0,1.0,5.0,10.0,1.0,19.0,9.0,2.0,1.0,29.0,4.0,out,115.0
942.0,1.0,3.0,2.0,2.0,9.0,14.0,1.0,,20.0,1.0,out,115.0
943.0,6.0,,7.0,2.0,11.0,11.0,2.0,,18.0,3.0,out,115.0
944.0,,,,,,1.0,,,2.0,,out,115.0
945.0,,,,,,,,,2.0,,out,115.0
947.0,,,,,,1.0,,,1.0,,out,115.0
948.0,,,,,,1.0,,,4.0,,out,115.0
949.0,1.0,,1.0,,,1.0,,,5.0,,out,115.0
950.0,,,1.0,,,2.0,,,1.0,1.0,out,115.0
951.0,,,,,1.0,2.0,,,,,out,115.0
952.0,,,,,1.0,2.0,,,1.0,,out,115.0
953.0,2.0,,2.0,,,1.0,,,13.0,1.0,out,115.0
954.0,4.0,4.0,7.0,1.0,6.0,1.0,15.0,15.0,28.0,,out,115.0
955.0,,,1.0,,1.0,2.0,,,10.0,,out,115.0
956.0,3.0,,7.0,1.0,6.0,3.0,,1.0,26.0,1.0,out,115.0
957.0,2.0,,28.0,9.0,4.0,1.0,76.0,1.0,27.0,,out,115.0
957.0,2.0,,28.0,9.0,4.0,1.0,76.0,1.0,27.0,,aoi_1,0.0
958.0,3.0,2.0,15.0,4.0,2.0,1.0,38.0,2.0,16.0,1.0,out,115.0
958.0,3.0,2.0,15.0,4.0,2.0,1.0,38.0,2.0,16.0,1.0,aoi_1,0.0
959.0,3.0,7.0,21.0,7.0,12.0,7.0,9.0,10.0,57.0,2.0,out,115.0
960.0,10.0,7.0,46.0,6.0,17.0,7.0,11.0,13.0,55.0,8.0,out,115.0
961.0,9.0,3.0,54.0,9.0,17.0,14.0,11.0,14.0,46.0,17.0,out,115.0
961.0,9.0,3.0,54.0,9.0,17.0,14.0,11.0,14.0,46.0,17.0,aoi_9,8.0
962.0,6.0,8.0,39.0,12.0,14.0,5.0,28.0,13.0,43.0,18.0,out,115.0
963.0,7.0,5.0,33.0,11.0,13.0,13.0,11.0,12.0,36.0,6.0,out,115.0
963.0,7.0,5.0,33.0,11.0,13.0,13.0,11.0,12.0,36.0,6.0,aoi_10,9.0
964.0,8.0,13.0,61.0,9.0,29.0,9.0,24.0,8.0,75.0,2.0,aoi_10,9.0
965.0,6.0,13.0,63.0,7.0,23.0,6.0,26.0,11.0,43.0,5.0,aoi_10,9.0
966.0,7.0,7.0,37.0,7.0,11.0,13.0,38.0,14.0,37.0,6.0,aoi_10,9.0
966.0,7.0,7.0,37.0,7.0,11.0,13.0,38.0,14.0,37.0,6.0,out,115.0
967.0,,8.0,25.0,9.0,11.0,11.0,52.0,6.0,10.0,4.0,out,115.0
967.0,,8.0,25.0,9.0,11.0,11.0,52.0,6.0,10.0,4.0,aoi_10,9.0
968.0,8.0,9.0,31.0,2.0,10.0,19.0,38.0,8.0,28.0,,out,115.0
968.0,8.0,9.0,31.0,2.0,10.0,19.0,38.0,8.0,28.0,,aoi_37,36.0
968.0,8.0,9.0,31.0,2.0,10.0,19.0,38.0,8.0,28.0,,aoi_56,55.0
968.0,8.0,9.0,31.0,2.0,10.0,19.0,38.0,8.0,28.0,,aoi_10,9.0
969.0,4.0,5.0,33.0,3.0,8.0,13.0,11.0,6.0,28.0,2.0,out,115.0
969.0,4.0,5.0,33.0,3.0,8.0,13.0,11.0,6.0,28.0,2.0,aoi_37,36.0
969.0,4.0,5.0,33.0,3.0,8.0,13.0,11.0,6.0,28.0,2.0,aoi_96,95.0
970.0,6.0,8.0,25.0,9.0,20.0,7.0,62.0,13.0,36.0,2.0,out,115.0
970.0,6.0,8.0,25.0,9.0,20.0,7.0,62.0,13.0,36.0,2.0,aoi_96,95.0
970.0,6.0,8.0,25.0,9.0,20.0,7.0,62.0,13.0,36.0,2.0,aoi_57,56.0
971.0,3.0,7.0,13.0,2.0,29.0,27.0,72.0,5.0,15.0,3.0,out,115.0
971.0,3.0,7.0,13.0,2.0,29.0,27.0,72.0,5.0,15.0,3.0,aoi_96,95.0
972.0,8.0,3.0,21.0,4.0,16.0,16.0,20.0,14.0,16.0,1.0,out,115.0
973.0,7.0,7.0,16.0,1.0,22.0,8.0,3.0,4.0,17.0,5.0,out,115.0
974.0,4.0,3.0,15.0,5.0,20.0,5.0,2.0,3.0,13.0,5.0,out,115.0
975.0,4.0,3.0,21.0,4.0,19.0,4.0,7.0,4.0,16.0,4.0,out,115.0
976.0,,,4.0,,4.0,7.0,,2.0,11.0,1.0,out,115.0
977.0,4.0,1.0,16.0,1.0,16.0,7.0,5.0,7.0,37.0,1.0,out,115.0
978.0,4.0,3.0,18.0,2.0,3.0,3.0,12.0,8.0,23.0,4.0,out,115.0
979.0,,,,,,1.0,,,,,out,115.0
982.0,,,,,,2.0,,,4.0,,out,115.0
983.0,,,,,,2.0,,,2.0,1.0,out,115.0
984.0,,,,,,1.0,,,1.0,,out,115.0
985.0,,2.0,8.0,,3.0,6.0,1.0,2.0,5.0,,out,115.0
987.0,1.0,,2.0,,,,,1.0,9.0,,out,115.0
988.0,2.0,1.0,7.0,1.0,4.0,2.0,3.0,2.0,12.0,1.0,out,115.0
989.0,3.0,,4.0,1.0,3.0,5.0,3.0,,15.0,,out,115.0
990.0,2.0,4.0,30.0,8.0,,4.0,41.0,6.0,35.0,3.0,aoi_1,0.0
990.0,2.0,4.0,30.0,8.0,,4.0,41.0,6.0,35.0,3.0,out,115.0
991.0,4.0,3.0,35.0,3.0,3.0,11.0,29.0,11.0,17.0,,aoi_1,0.0
992.0,7.0,6.0,53.0,16.0,11.0,5.0,86.0,23.0,47.0,4.0,out,115.0
992.0,7.0,6.0,53.0,16.0,11.0,5.0,86.0,23.0,47.0,4.0,aoi_1,0.0
993.0,3.0,4.0,14.0,4.0,9.0,6.0,5.0,,30.0,4.0,aoi_43,42.0
993.0,3.0,4.0,14.0,4.0,9.0,6.0,5.0,,30.0,4.0,out,115.0
993.0,3.0,4.0,14.0,4.0,9.0,6.0,5.0,,30.0,4.0,aoi_1,0.0
994.0,7.0,5.0,23.0,6.0,37.0,7.0,16.0,16.0,58.0,7.0,out,115.0
995.0,9.0,5.0,30.0,8.0,34.0,10.0,11.0,23.0,62.0,14.0,out,115.0
996.0,2.0,2.0,16.0,,7.0,12.0,1.0,6.0,9.0,2.0,out,115.0
997.0,10.0,7.0,43.0,7.0,24.0,4.0,12.0,19.0,56.0,9.0,out,115.0
998.0,10.0,4.0,30.0,19.0,15.0,5.0,56.0,57.0,40.0,5.0,out,115.0
998.0,10.0,4.0,30.0,19.0,15.0,5.0,56.0,57.0,40.0,5.0,aoi_10,9.0
999.0,13.0,7.0,65.0,11.0,27.0,5.0,24.0,24.0,54.0,12.0,aoi_10,9.0
1000.0,7.0,17.0,59.0,9.0,17.0,7.0,17.0,12.0,45.0,4.0,aoi_10,9.0
1000.0,7.0,17.0,59.0,9.0,17.0,7.0,17.0,12.0,45.0,4.0,out,115.0
1001.0,1.0,20.0,23.0,1.0,8.0,9.0,4.0,5.0,20.0,2.0,out,115.0
1002.0,4.0,4.0,45.0,2.0,6.0,12.0,19.0,6.0,11.0,3.0,out,115.0
1002.0,4.0,4.0,45.0,2.0,6.0,12.0,19.0,6.0,11.0,3.0,aoi_96,95.0
1003.0,3.0,5.0,14.0,2.0,5.0,7.0,26.0,1.0,27.0,3.0,aoi_96,95.0
1003.0,3.0,5.0,14.0,2.0,5.0,7.0,26.0,1.0,27.0,3.0,out,115.0
1004.0,8.0,11.0,43.0,11.0,23.0,14.0,31.0,5.0,41.0,6.0,out,115.0
1004.0,8.0,11.0,43.0,11.0,23.0,14.0,31.0,5.0,41.0,6.0,aoi_96,95.0
1005.0,6.0,11.0,23.0,9.0,26.0,31.0,67.0,18.0,24.0,1.0,out,115.0
1005.0,6.0,11.0,23.0,9.0,26.0,31.0,67.0,18.0,24.0,1.0,aoi_95,94.0
1005.0,6.0,11.0,23.0,9.0,26.0,31.0,67.0,18.0,24.0,1.0,aoi_96,95.0
1006.0,8.0,14.0,36.0,11.0,27.0,19.0,41.0,23.0,48.0,,out,115.0
1006.0,8.0,14.0,36.0,11.0,27.0,19.0,41.0,23.0,48.0,,aoi_95,94.0
1006.0,8.0,14.0,36.0,11.0,27.0,19.0,41.0,23.0,48.0,,aoi_96,95.0
1007.0,3.0,10.0,30.0,2.0,22.0,47.0,10.0,15.0,23.0,1.0,out,115.0
1007.0,3.0,10.0,30.0,2.0,22.0,47.0,10.0,15.0,23.0,1.0,aoi_96,95.0
1007.0,3.0,10.0,30.0,2.0,22.0,47.0,10.0,15.0,23.0,1.0,aoi_94,93.0
1009.0,,,,,,1.0,,,,,out,115.0
1010.0,,,,,,9.0,,,,,out,115.0
1011.0,1.0,,5.0,,1.0,3.0,1.0,,7.0,,out,115.0
1012.0,2.0,1.0,31.0,4.0,3.0,5.0,2.0,5.0,10.0,2.0,aoi_87,86.0
1012.0,2.0,1.0,31.0,4.0,3.0,5.0,2.0,5.0,10.0,2.0,out,115.0
1013.0,,,,,,,,,1.0,,out,115.0
1015.0,,,,,,1.0,,,,,out,115.0
1016.0,,,,,,4.0,,,2.0,,out,115.0
1017.0,,,,,,2.0,,,,,out,115.0
1018.0,3.0,3.0,8.0,,1.0,3.0,,3.0,3.0,1.0,out,115.0
1019.0,,,,,,2.0,,,,,out,115.0
1020.0,,,,,,3.0,,,2.0,,out,115.0
1021.0,,,,,,2.0,,,,,out,115.0
1022.0,3.0,,14.0,,2.0,4.0,1.0,2.0,12.0,1.0,out,115.0
1023.0,1.0,2.0,10.0,1.0,11.0,12.0,1.0,4.0,23.0,5.0,out,115.0
1023.0,1.0,2.0,10.0,1.0,11.0,12.0,1.0,4.0,23.0,5.0,aoi_1,0.0
1024.0,10.0,8.0,27.0,14.0,24.0,8.0,18.0,14.0,66.0,8.0,aoi_1,0.0
1024.0,10.0,8.0,27.0,14.0,24.0,8.0,18.0,14.0,66.0,8.0,out,115.0
1025.0,4.0,6.0,20.0,4.0,16.0,10.0,13.0,13.0,36.0,4.0,out,115.0
1025.0,4.0,6.0,20.0,4.0,16.0,10.0,13.0,13.0,36.0,4.0,aoi_1,0.0
1026.0,7.0,1.0,19.0,5.0,23.0,8.0,16.0,13.0,40.0,7.0,aoi_46,45.0
1026.0,7.0,1.0,19.0,5.0,23.0,8.0,16.0,13.0,40.0,7.0,out,115.0
1026.0,7.0,1.0,19.0,5.0,23.0,8.0,16.0,13.0,40.0,7.0,aoi_45,44.0
1026.0,7.0,1.0,19.0,5.0,23.0,8.0,16.0,13.0,40.0,7.0,aoi_1,0.0
1027.0,7.0,6.0,23.0,7.0,40.0,9.0,6.0,12.0,42.0,12.0,out,115.0
1027.0,7.0,6.0,23.0,7.0,40.0,9.0,6.0,12.0,42.0,12.0,aoi_45,44.0
1028.0,15.0,6.0,30.0,13.0,36.0,6.0,10.0,17.0,58.0,10.0,aoi_45,44.0
1028.0,15.0,6.0,30.0,13.0,36.0,6.0,10.0,17.0,58.0,10.0,out,115.0
1029.0,5.0,4.0,26.0,7.0,35.0,5.0,11.0,13.0,70.0,6.0,out,115.0
1030.0,9.0,6.0,36.0,10.0,23.0,9.0,15.0,25.0,58.0,15.0,out,115.0
1031.0,4.0,8.0,22.0,8.0,19.0,11.0,5.0,7.0,44.0,10.0,out,115.0
1032.0,11.0,9.0,48.0,11.0,33.0,6.0,16.0,24.0,61.0,25.0,out,115.0
1033.0,10.0,12.0,51.0,7.0,15.0,18.0,20.0,13.0,51.0,16.0,out,115.0
1033.0,10.0,12.0,51.0,7.0,15.0,18.0,20.0,13.0,51.0,16.0,aoi_10,9.0
1033.0,10.0,12.0,51.0,7.0,15.0,18.0,20.0,13.0,51.0,16.0,aoi_51,50.0
1034.0,16.0,14.0,51.0,6.0,12.0,10.0,17.0,20.0,41.0,4.0,out,115.0
1034.0,16.0,14.0,51.0,6.0,12.0,10.0,17.0,20.0,41.0,4.0,"aoi_52
",51.0
1035.0,7.0,10.0,42.0,4.0,15.0,16.0,21.0,16.0,20.0,,aoi_53,52.0
1035.0,7.0,10.0,42.0,4.0,15.0,16.0,21.0,16.0,20.0,,out,115.0
1036.0,10.0,15.0,63.0,9.0,9.0,29.0,80.0,11.0,32.0,1.0,out,115.0
1036.0,10.0,15.0,63.0,9.0,9.0,29.0,80.0,11.0,32.0,1.0,aoi_54,53.0
1036.0,10.0,15.0,63.0,9.0,9.0,29.0,80.0,11.0,32.0,1.0,aoi_55,54.0
